GUID String;ClassID;Omschrijving
{EA27FA46-0DCE-42B9-A6F7-9ECA168A5E6E};FORMBASE_CFPERSONAL;Persoonlijk samengesteld formulier
{874D5449-DDEE-4D45-911C-0331A6044FB8};FORMBASE_CFPNLORI;Venstercontaineroriëntatie
{FF156930-935E-4C2A-9D22-EFDD58DBAFA6};FORMBASE_CFPNLPOS;Venstercontainerpositie
{5E0FE97E-FCB2-48D5-8378-08B3BA992AC2};FORMBASE_CFPROP;Eigenschappen
{85A44584-40CC-41EE-BA7A-ABDD372DFFB2};FORMBASE_CFSCRDATA;Vensterdata
{0D5B2010-4CF6-43DE-A333-6AA0C96A2C77};FORMBASE_CFSCREEN;Vensters
{6662A260-9F73-4AD1-A75C-3670CB7D0EF0};FORMBASE_CFSCRTYP;Venstertype
{C08785E5-F150-46DF-9C88-1C04D6ABC24C};FORMBASE_CFVALINFO;Waarschuwingen
{157BE24B-5768-4A0F-9BC4-17EAE8C31416};FORMBASE_CFVITYPE;Validatietype
{29B2C049-A5E3-4487-B1C8-71D0056F5231};FORMBASE_COMPFORM;Samengestelde formulieren
{9E6E8478-AC6B-47A8-929D-2B2CF076BECD};FORMBASE_FB_CAT;Categorie waarin dockformulier moet worden getoond
{2034A628-50DF-4EFA-9385-0C06BB07CE91};FORMBASE_FRVWLINK;Links naar verkorte registratie
{F1148436-EC19-4DAD-AF6F-C4F215C3EFCD};FORMBASE_FRVWLPAR;Parameters van verkorte registratie link
{D805A70E-27FC-4DDB-A8E2-B3EA3D67E73C};FORMBASE_PNLAYOUT;Venster weergave
{A5FE1363-4A0C-456A-8D56-E2D52378F92C};FORMBASE_PNLLAYOUT;Paneel weergave
{7424C113-8EB5-471B-BCF3-9F187E055DE1};FORMBASE_VIEWACT;Actionlinks van view
{E2D40F51-9595-44D7-A40C-03B7772775E9};FORMBASE_VIEWCONT;Ingerichte contexten van view
{80098F38-E926-4E5D-88BD-0820BE46BF09};FORMBASE_VREGDEF;Verkorte registratie
{D87F7869-8843-4356-ACD0-411F1E8359DB};FORMBASE_VWACTTYP;ViewUserDefinedActionTypeLogic
{A55C8E46-3CF1-4B30-A323-31385D71147E};FT_ADOPTIONSTATE;FamilyTreeAdoptionStateObjects
{021802C5-50D0-4545-A3A5-95A20E9D5318};FT_AILMENTSTATUS;FamilyTreeAilmentStatusObjects
{0890DBA8-8FF3-48BC-A956-80E4E7FFD987};FT_DATERES;Datumresolutie logic
{61C690A6-C0D7-48F9-8442-5B74004A780D};FT_MUTATIONSTATE;FamilyTreeMutationStateObjects
{B9595782-7E5D-4408-835B-039FE7B1FCB5};FT_ZYGOTESTATE;FamilyTreeZygoteStateObjects
{247FC93D-E262-4FEF-8480-1E0B6128DE3B};FUNCTIE_AANVDEFCLASS;Aanvraagdefinitieclassificaties
{BFCAE18B-9CF2-4C8C-8172-F957C9390A88};FUNCTIE_AANVDEFCOMBI;Aanvraagdefinitieplancombinaties
{C0305A2A-9260-4097-8832-D78D5499F0F9};FUNCTIE_AANVDEFKAMER;Aanvraagdefinitievoorkeurskamers
{1F74529A-8362-4428-A909-9062B5401362};FUNCTIE_AANVDEFKLIN;Aanvraagdefinitie klinische statussen
{256CA2A5-F98B-45A3-8283-6A4AA78003E6};FUNCTIE_AANVDEFLOC;Aanvraagdefinitielocaties
{BEF5D935-8DC2-4298-99B0-D35BB447EF14};FUNCTIE_AANVULLING;Aanvullingen bij protocolleren
{DB1490A1-2A92-4925-8F43-191395C465D6};FUNCTIE_ASSIGNCONFFA;Aandachtsgebied van radioloog
{DF365304-7E38-4206-AA74-A707BDD42C5F};FUNCTIE_ASSIGNCONFLN;Configuratie regels die nodig zijn voor de toewijzingsfunctie van radiologische onderzoeken
{53C4E63F-DC9A-4CEE-9C74-208385819F8C};FUNCTIE_ASSIGNDICODE;Toewijzingsfunctie verdeelcodes
{BD6AC65F-A255-4FC9-8567-4093B7F414FE};FUNCTIE_ASSIGNERCONF;Toewijzingsfunctieconfiguraties
{DBC93EE2-589C-4C03-990C-5DEF716A47F5};FUNCTIE_ASSIGNFATYPE;Toewijzingsfunctie aandachtsgebiedtypes
{7DD37392-8BBC-4A90-8F29-AEA6D77785BC};FUNCTIE_CHNGEXAMRO;Kleedkameronderzoekskamerkoppellogic
{6A5A663C-CDDC-493B-9038-2141A7DBD3B1};FUNCTIE_DEFINHELP;Definitie naar instantie helper
{E69B5347-FB35-4623-B542-DB0EE8249742};FUNCTIE_DICTWEERGAVE;CS-Spraak dicteerweergaven
{489367B8-FC45-4AAB-AC76-172B99FFC689};FUNCTIE_EXAMMESS;Koppelingsbericht voor fucntieonderzoek
{C119A47F-4C93-4974-AC62-94A8AA042185};FUNCTIE_EXAMORU;Onderzoeksverrichting ORU post logic
{1C4089CB-CBC3-4CFF-99C7-AEAC02E18FEF};FUNCTIE_EXECMANTYPE;Verplichtingstype Uitvoerder
{A523BA6B-383E-467D-BEE8-586808F3E884};FUNCTIE_FUNCAFD;Functieafdelingen
{391DEE35-0BEC-4307-8E09-FFA3CB5380AF};FUNCTIE_FUNCAGEND;Functieafdeling-agendas
{2B3D5B7E-65BB-4E2D-8596-7600314545A9};FUNCTIE_FUNCPHYST;Functieafdeling-ArtsTypes
{C6CD7E14-83F8-4C65-AE7F-9D4C252DC6B5};FUNCTIE_FUNCSPEC;Functieafdeling-specialismen
{EB0C7C26-731E-4CE7-889A-E9CD10177A3C};FUNCTIE_MODAPROTGR;Modaliteiten-Protocolgroepen
{CC3BDD4B-1BAA-4801-B1D2-FBC37B49A892};FUNCTIE_PROTGROEP;Protocolgroepen
{16649A6E-F6C3-4AE9-8FDF-4ACA1F92D0D1};FUNCTIE_PROTOBJAANV;Protocol objecten en aanvullingen
{11AF9D66-54A7-4EFD-908D-60253C9C1CFE};FUNCTIE_PROTOBJPROT;Protocol objecten en protocollen
{55237F44-EBCF-44AC-9183-515CB6737AE7};FUNCTIE_PROTOCOL;Protocollen
{7305EA9D-F691-4F24-9AB7-4EA925F1EB19};FUNCTIE_PROTOCOLOBJ;Protocolobjecten
{FFC42B05-319A-4C59-A7D2-BF6B0F7ADA2C};FUNCTIE_PROTPROTGR;Protocollen-Protocolgroepen
{F520AFB2-9F78-40BB-AE14-931CF9817C98};FUNCTIE_REQUESTCOMBI;Functieaanvraag-wachtlijstitemkoppelingen
{08B88750-4AA2-4310-8810-DD097333DB63};FUNCTIE_SUBSTITUTION;Substitutielogic
{82E61737-07B6-4060-BBF0-1210D03DCA88};FUNCTIE_VERRPROTGR;Verrichtingen-Protocolgroepen
{E1E9CF0F-9D9A-45B1-B695-6348E501AA5C};FUNCTIE_VOLLEDIGVRSL;Volledige verslagen
{982FD7ED-8760-409D-AA00-8EDDBFC52AF9};FUNCTIE_VSLWAARSCH;Verslagwaarschuwing
{F8495CDD-2619-40E3-A7B8-45DC9CC45354};FUNCTION_PROCSYN;Verrichtingcode synoniemen
{A7EEE14E-3757-44D8-8C6E-F40258217AA3};FUNCTION_REQWORKCONF;Aanvraagworkflowconfiguratie
{61980C7A-A09A-4A1E-8256-E0A110695451};FUNCTION_SUBSTITYPE;Substitutietype
{BA8B666A-8895-4CF2-AF55-583817C0078D};FUNCTION_WAITING;Patient wacht op uitslag status
{A993F0FE-6C7C-496F-AD7B-AB60FB024E03};FUNCTION_WANEMEMO;What's new berichten modus
{E5CF7A74-9510-4964-988F-34009632770C};GEN_ADVOPT;Geavanceerde opties voor generieke schermen
{4115477C-FCB4-4AC3-88D6-573B247E3692};GEN_DATPREF;DataSourcePredefinedFunctionality
{083F6878-9D4A-46C4-BC3C-BC29B5E3CB20};GEN_DISPDEF;Definitie voor opzetten generieke schermen
{070E3F8F-47C4-4CD4-97C3-205E51D1CCF6};GEN_DISPLAYPERIOD;Periode-eigenschappen voor generiek scherm
{9FB72DE1-E0D8-45F3-BEDF-8E8D9F7072F5};GEN_ELEMDEF;Elementdefinitie
{2BD7EDFB-623A-4126-A6F4-75AF72BF3763};GEN_ELEMTYPE;Elementdefinitietype
{D2CA871E-AE3E-4CA7-9B63-2E1CC2020A8A};GEN_ELGRP;Groep elementen in generiek scherm
{D04796EA-6AD4-4BB3-9628-04D5B312D2F8};GEN_ELGRPLNK;Koppelobject tussen elementdefinitie en groep
{CD569C3E-AC3C-4E89-973A-C78E64363077};GEN_ELGRPSTCL;Koppelobject tussen statische kolomdefinitie en groep
{36D60A49-BE2D-455C-810C-5F7E927564E3};GEN_EXDATASRC;Externe databron voor grafiek
{17B90963-9B5B-4DA3-A40A-D426D4BBF5CE};GEN_GRPTYPE;Groeptype
{B793341D-0A08-4934-9EE5-1E487A100F83};GEN_HEADDEF;Definitie voor opzetten kolomheader
{99BFD8D9-A7C2-4411-9DD3-1E7E3E543FC1};GEN_ORTIMES;Tijdobject van operatielogic
{7F1BC448-7C1B-433D-82C5-4FF9880BC1D2};GEN_PRESETPERIOD;Voorgedefiniëerde schermperiodes
{B271F570-7957-4084-874E-E14BAAA8B892};GEN_SCREENCAT;Schermcategorie
{F31DFAD6-BF39-46A9-8CD8-18E24D46A018};GEN_SIG;Signaleringen voor generieke weergave
{3D0AF530-2C1D-4C38-B9BA-A8496B72349C};GEN_SIGTYPE;Signaleringstype
{1E7701EE-8FED-43D6-94A2-5CDF060751E2};GEN_STATCOLDEF;Definities statische kolom voor het instellen van statische kolommen voor het bieden van exta informatie
{CDCEE246-0772-43B0-9DC8-E4F284D8BA37};GEN_STATCOLSRC;Definitie voor het per databron instellen van de te tonen waarden in de statische kolom
{95C69571-B488-439C-B97A-4BA9F3D43696};GENERAL_GENPARAMS;Universele parameter-logic
{3EA56E01-A683-4E28-A0E9-2C97DE466707};GENERAL_GENUNITS;Universele eenheden-logic
{579FC154-E443-4F92-ADDF-CF124B0AAA7A};GENERATE_IDMAPPING;Generate Id mapping tbv master
{5B1242D0-349B-4ACF-8E83-1D6C96ACF596};GENERATE_IDPREFIX;Toegestane id prefixen per omgeving type logic
{2C3772F3-DE30-11D3-9EDC-0008C70D5412};GENERATE_UNIQUEID;ObjectLogic(TCS_UniqueIDLogic)
{92EC40BB-70DD-4716-9601-B67FCE607D1E};GEOMAP_ROUTEADDRESS;Routeadressen
{A426770E-0497-43CF-884C-15E3AE7448FE};GEOMAP_ROUTELEG;Routedelen
{AB93CB35-6DBC-4548-B484-8B4D4104A3B0};GEOMAP_TRAVELINFO;Reisinformatie
{CF3F407F-54E1-4DB2-B3CA-1F85DD8E0285};GGZ_AANKLEV;GGZ Aanmeldingsklacht-evaluatie
{6FEC1A5F-B1D1-4460-A6D7-7600495252C4};GGZ_AANMKLAC;GGZ Aanmeldingsklacht
{54C49DF6-4A93-476F-B290-FE3ADD7390A2};GGZ_AANVRAGE;GGZ Aanvrager
{8058B905-4102-40A1-8181-786D0B8712D8};GGZ_AFWREDEN;GGZ AfwijzingsReden
{307E707C-41B6-4FB7-A90E-1EA9C4F0219E};GGZ_AGRESSIE;Agressie component
{0E182BA1-5915-4EF4-B5EC-4297A29C7CC8};GGZ_AMCACO;AmbulanteZorgCombinatieCode
{04CA4DD1-142C-40D6-A94B-DE2FA820E186};GGZ_ARAFWDECL;Afwijkende declaratie arrangementdefinitie
{8E496B30-CD41-48CC-BA3F-0F2DCA5EFE9C};GGZ_ARRANG;ArrangementLogic
{C7B8F178-8DCE-4DA0-B63E-B4556BFBD717};GGZ_ARRDEF;ArrangementDefinitieLogic
{D3970E70-03AF-46D0-98BE-D33A0B2841E2};GGZ_AZR22;AZR_22
{49521FB3-12C0-440D-A95E-431513E40755};GGZ_AZRMSG;AZRMessageLogic
{F5403F08-83F9-48BD-AC38-B1C2E407A773};GGZ_BEHAANMK;ObjectLogic(TCS_BehAanmeldingsKlachtLogic)
{82793E92-3453-4518-A5B7-D52342D82153};GGZ_BEHABEHA;Behandelaar binnen behandelingen
{A665397A-D0A8-405A-AF18-E44D4A98BDB6};GGZ_BEHANDEL;GGZ behandeling
{9FC3ADBE-FA36-4289-A58A-87BED2F70669};GGZ_BEHAOPNA;link tussen GGZbehandeling en Opname
{E9A70C15-B7CE-4B65-B8E0-FEB156348FC3};GGZ_BEHATYPE;GGZ Type-behandelaar bij behandeling
{6231E374-BC86-4F3C-B606-D3EE2CA296E1};GGZ_BEHEVAL;ObjectLogic(TCS_GGZBehEvalLogic)
{053BD46E-B507-4564-B435-AA3720BF8318};GGZ_BEHFASE;GGZ Behandelfase
{8265F4B8-28EA-4CF2-AF8B-812D597ECD68};GGZ_BEHFASEGROEP;groep behandelfases van dezelfde fasetype (aanmelding, behandeling,...)
{A15619C0-F4F4-46B7-8A5C-A8EBD12481A2};GGZ_BEHFASETYPE;Type van een GGZ behandelfase
{F6216338-2465-4734-8397-897458574CEA};GGZ_BEHPLAAT;GGZ BehandelPlaatsing
{02A08854-E59F-43E5-9844-6D1C26975399};GGZ_BEHPROGR;GGZ BehandelProgramma
{278DA08F-1B24-4DB6-8AE0-2AEF80217843};GGZ_BEHPSUBP;link tussen GGZBehandelprogramma en GGZSubBehandelprogramma
{E4246139-7252-4512-B6E1-CA0ABD53D509};GGZ_BEHPSY;ObjectLogic(TCS_GGZBehPsychofarmaLogic)
{4450B917-AB11-4E15-91D0-5D880B31128E};GGZ_BEHRICHT;GGZ Behandelrichtlijnen
{91A0002C-63FB-41B5-A8FF-B2AB976B507F};GGZ_BERTYPE;iWlz bericht type
{32272990-B1E8-44EC-984C-AE4E3869CD6C};GGZ_BESLISBUITK;BeslisboomUitkomst
{9772729D-D4AF-4771-A095-33C9970F7D21};GGZ_BETBUITEN;Dienstbetrekking buitenland
{82B9F763-139C-413E-814A-45D0BA048CEE};GGZ_BOPZSTAT;Een artikel 60-verklaring geeft aan of de gevraagde opneming noodzakelijk is
{5DF4D54B-A330-4D0D-A7E5-38AAD3B5EFB0};GGZ_BRANDST;Brandstichting component
{429281D4-E9BE-46E7-8233-C4AEB585BD73};GGZ_BURGERLIJKESTAAT;Unieke aanduiding die de rechtspositie van een cliënt al dan niet in relatie tot één of meer personen beschrijft
{F5D30F08-6E2B-464B-8407-189B4303A3EE};GGZ_CAKZA;CAK aanleveringen
{5902B456-D888-4534-8B05-C956EC101972};GGZ_CAKZA_ACTS;CAK activiteiten product codes
{0E2189AA-CF51-4243-88D1-CD03D8C491B0};GGZ_CAKZA_GEM;CAK gemeenten
{BD645ABB-C546-4471-B830-18910D839A5D};GGZ_CAKZAREC;GGZ_CAKZAREC
{9B32D530-6392-4A25-9E1C-6405CB4F46D4};GGZ_CAREPER;CarePeriode
{E30DA3DF-BC49-4191-A077-F28ED0C44ECF};GGZ_CAREPROD;ProductLogic
{E3477E69-27F8-4B85-A569-FD05D7B3A037};GGZ_CAREST;Zorgstatussen
{15370973-84B4-4ED2-9BCB-F056DC6AFC6A};GGZ_CARETYPE;Zorgtypecode
{258498EC-267B-4B72-9988-62687F941398};GGZ_CHARGEPERIOD;Periode toeslag
{9719F234-B0FE-48FA-AF63-58AFA40060D7};GGZ_CODTOE;Code toestemming
{A08EB340-1052-4BD0-8EB0-AC64F8573E11};GGZ_COMMUNICATIEVORM;Gecodeerde aanduiding van de bijzondere vorm van communicatie die gebruikt dient te worden
{1DFF837A-8118-429D-A0A1-37E270083A5B};GGZ_CONTFLOG;Foutcode Contractfouten
{797F0213-4604-47A7-A58F-36E9E123413F};GGZ_CONTLOG;ContractFoutLogic
{51E67269-86AF-42E0-A5E8-FAAE1139D344};GGZ_CONTRACT;ContractLogic
{64E7C33E-84EE-4729-8772-8E041F6D7BD7};GGZ_CONTRACTXCHARGE;ContractExtraChargeLogic
{5F77B896-6429-415C-BC96-AD253E179259};GGZ_CONTSTAT;Contractstatus
{43E450CA-B7FB-43C3-BA24-EB8AA03CF901};GGZ_CPRODDEF;ProductDefinitieLogic
{EB82FC2F-8248-4D80-8073-71A6DA3B848D};GGZ_CPRODTP;CareProductTypeLogic
{BB7ADAA7-5065-4B9C-BAB0-4A40A4F48D58};GGZ_CPRSOORT;SOORTOBJECT
{98800D62-962C-4CAA-AABB-A3A2164E0336};GGZ_CPRSTAT;Toegewezen/Aangevangen
{715B84B9-8C7F-4245-B5AF-9403F558E562};GGZ_CPSTEP;CareplanStepLogic
{A045428B-169B-40B6-8D1D-5CBA3E0DBD5A};GGZ_CRISIS;CrisisRegistrationLogic
{BFADB331-06E9-49C0-AF89-C3489B49E53C};GGZ_CTLOGSTAT;Foutstatus contracten
{53610DED-315C-4E61-8C1F-C80D4E0C13C6};GGZ_DAGBEST;GGZ Dagbesteding
{A56AE5BB-2C6F-4E3D-B840-7316C0A377C7};GGZ_DATUMGEBR;Codering om aan te geven welk deel van een datum onbekend is
{F4778FFB-7B7C-480D-B820-56B87C4ACCCA};GGZ_DEBI;Debiteur
{81E46420-6911-4F73-9080-D0C5C81CAB31};GGZ_DECLSTAT;DeclaratiestatusLogic
{95F6A5E6-44C5-4734-AAB6-5B3CEBED8DEB};GGZ_DIAGCL;Code die aangeeft welke diagnosecodelijst gebruikt is, met aanduiding van de oorsprong van de codes en/of de beheerder ervan
{40BB62E8-F97A-43AF-9193-90FBC22DDD5E};GGZ_DIASCL;Code die aangeeft welke subcode van een diagnosecodelijst gebruikt is
{C535A59F-47F0-42AE-840E-FA8D60768E3B};GGZ_DOEL;GGZDoelLogic
{B454C72A-18B9-441D-A5DE-891CAD7E1DAD};GGZ_DOELST;GGZDoelstellingLogic
{7FE4E1F9-83B5-43BA-B96B-13115AE5F79F};GGZ_DOELVERW;GGZ Doel verwijzer
{6A44342B-9FA9-4BC0-B1AB-E665CBFD1354};GGZ_DURATION;Code die aangeeft wat de verwachte duur is van de categorie beperking
{5D134C99-A7BB-4578-BDC7-664CAA6AC963};GGZ_DUURCODE;DuurCode (Onbekend, Bepaalde tijd, Onbepaalde tijd)
{1E573627-D92A-471C-8E41-4D9B6DC96EAF};GGZ_EDUTYP;Onderwijstypes
{E383CBDD-D891-4F19-8711-6A2CEE91AE42};GGZ_EIGSTATUSCODE;EigenaarStatus
{59DDB824-9BCF-4516-922B-FA917CF85E5A};GGZ_ERNSNAD;GGZErnstigNadeelLogic
{78530DA2-4431-4424-90B7-71CD66DB0D55};GGZ_EVALUATIE;GGZ Evaluatie
{7EB31373-A395-4576-89FB-30917F57AA10};GGZ_EXTRACHARGE;ExtraChargeLogic
{DE5BD72C-453F-4C30-8732-D8E640FF1DD8};GGZ_EXTVERMACHT;ExterneVerlofmachtigingLogic
{D91B8BE4-393C-4BBD-A21E-A51E0ED9E065};GGZ_EXTVERST;GGZ Externe verstrekking
{F8DC6171-318E-437A-8E70-138149BC5921};GGZ_FACTCARETYPE;FACTCareTypeLogic
{5427E096-248F-4950-A14B-C20B3BA0BDFF};GGZ_FACTCAT;FACTCategoryLogic
{3D07AE9D-D7C7-43A2-9856-58B8E03FAD6D};GGZ_FACTENDREAS;FACTEndingReasonLogic
{3D451622-6A7D-43A6-B418-7466EC39EC10};GGZ_FACTEVALSTAT;FACTEvaluatieStatusLogic
{FC255475-CCD3-4C2C-89B8-185311E57154};GGZ_FACTP;Facturatieperiode
{4EFDB2DD-5659-4F54-AD9B-E3A236AB9EC1};GGZ_FACTREG;FACTRegistrationLogic
{08965778-77A1-42FE-9484-AAEAF8262644};GGZ_FACTREGCAT;FACTRegCategoryLogic
{9F757F8F-5CD4-43B7-A91F-8425BE73F83F};GGZ_FACTREGEVAL;FACTRegEvaluation
{2A9FA543-B722-4209-8CD6-5D6AD67D18BB};GGZ_FACTREGINTERV;FACTRegInterventionLogic
{91FEF6BD-3990-4E10-ABCD-E231EDF09132};GGZ_FACTREGSTAT;FACTRegistratieStatusLogic
{A08C28BA-A810-4CF7-9439-E01F972CE249};GGZ_FACTTEAM;FACTTeamLogic
{B591A716-6970-4527-B34B-7953D465833E};GGZ_FACTTMEM;FACTTeamMemberLogic
{ED9EBD89-71E6-4AFD-B6C6-9AABCF382EC7};GGZ_FACTW;Facturatiewijze
{648DB2C1-3F89-4D0F-AD3C-F9C647DD7B3A};GGZ_FASDBEHA;Link tussen Behandelfasedefinitie en Behandelaar
{6EEF8017-6F2B-4241-BD80-4CAB70E5BD21};GGZ_FASDBPRO;Link tussen Behandelfasedefinitie en BehandelProgramma
{7AE0C6D2-393F-4541-98DB-8872E98E161D};GGZ_FASDFACT;link tussen GGZfasedefinitie en Activiteiten
{01C571FB-3E4C-4DAC-ABC0-8DB70314C2B5};GGZ_FASDFFNC;link tussen GGZfasedefinitie en functionaliteiten
{15C1CE69-3B97-4EEA-90DF-B54FE93675D3};GGZ_FASDFVRL;link tussen GGZfasedefinitie en vragenlijst
{A75BAE80-7DCE-4790-90C9-ACDBC9343428};GGZ_FASDFVSJ;link tussen GGZfasedefinitie en beantwoordingsjablonen
{115E8F3B-737A-4079-BC34-610EA43E16B3};GGZ_FASDMMCN;Link tussen Behandelfasedefinitie en MultiMediaConfiguraties
{A60CB319-2CEA-47B2-91F5-DEC1BD4EC629};GGZ_FASDMPTYP;Koppeltabel voor behandelfasedefinitie en sturend behandelaartype
{3214DFC7-5211-4CDA-8428-C1DA8FEF58C3};GGZ_FASDOPNR;Link tussen Behandelfasedefinitie en OpnameRegistratie
{5F3BFD86-824E-4142-A36C-80102CEB6F13};GGZ_FASDSBPR;Link tussen Behandelfasedefinitie en SubBehandelProgramma
{D887B766-E1C1-4488-9E65-DA9B1AB7BD12};GGZ_FASEDAFS;link tussen GGZfasedefinitie en afspraak-combiplan-definitie
{34AE10E4-3A94-4045-A70B-933B2FF215D8};GGZ_FASEDDOC;link tussen GGZfasedefinitie en documentsjabloon
{754E05D3-F042-4EA9-ADA9-25D950091636};GGZ_FASEDEF;GGZ Behandelingsfase Definitie
{C2089203-7F09-4870-94EE-F94FBF953125};GGZ_FASEDVOL;ObjectLogic(TCS_GGZBehFaseDefVolgendeLogic)
{ADA3DB31-50DE-4E6C-B992-666D76F142B9};GGZ_FASELOC;ObjectLogic(TCS_GGZBehFaseDefLocatiesLogic)
{9B355E1C-52FF-495E-A296-35DCAD0719A4};GGZ_FINANC;Gecodeerde aanduiding van de plaats waar de cliënt de zorg wenst te ontvangen/ontvangt
{23FBF995-4B26-4F34-912C-29D8B2DEE185};GGZ_FREQGEBR;GGZ Frequentie gebruik middelen
{6195A27C-89B2-4662-9CCB-F9550B3A6360};GGZ_FUNCKLAS;FunctieKlasseLogic
{4182D332-4BD4-4702-BD92-CF161C9B2E83};GGZ_FUNCSTAT;GGZ_FUNCSTAT
{A7839515-6047-4B47-848B-3747FCF9E825};GGZ_FUNCTIE;GGZ Functiecode
{0CB1F6B3-3821-4B4F-B7DD-B480F1E851CE};GGZ_FZADRTYPE;FzAddressType
{7E2FE234-CE53-4C68-99A7-9D52C6D8645F};GGZ_FZAPRE;Reactie op aanmelding
{A9622E78-8E1B-43CE-86D8-18E62294C9DA};GGZ_FZCOND;Bijzondere voorwaarden
{082D51F8-6B38-463E-8BFB-BDE43E6A72E9};GGZ_FZFORTIT;Forensische titel
{9A6FF6A8-ED26-4167-97D9-16BBEAC90D3A};GGZ_FZINDCON;Indicatie-Bijzondere voorwaarden logic
{D874EEE4-268A-4B7B-88C7-2D2BB48F4A2D};GGZ_FZINDIC;FZ indication
{54EF8BB2-8C99-4F57-A94C-F7A5E6C88DDF};GGZ_FZINDMES;FZ-indicatiebericht
{BE815B2C-76F0-4423-99CF-8CAA544249E1};GGZ_FZINDOFF;Indicatie-Delict logic
{86BCE521-A126-49CE-A85B-DA1AC0A8F4F1};GGZ_FZNU;FzNameUsageLogic
{51817F95-F801-44F2-8287-B19697085226};GGZ_FZOFFENCE;Delict
{9226957B-5155-497A-A391-262373012D28};GGZ_FZPLAC;Plaatsingsacceptatie
{FBC96467-518B-4A38-AAF9-2C2A54872699};GGZ_FZRERE;Afwijsgronden
{CDBA25D4-907C-4C69-9065-A1C5E362DBA4};GGZ_FZTITCON;Forensische zorgtitel - bijzondere voorwaarden logic
{AC9F375A-FAF3-426C-907B-FDE4919640D9};GGZ_FZTITOFF;Forensische titel-Delict logic
{6C1CFA0F-B383-489C-B313-A5FDDE019746};GGZ_GASTBEDPASSANT;Gastbed/Passanten plaatsing
{BFCA93DE-BA52-4053-9CDA-A793718C3A16};GGZ_GENDER;GenderLogic
{905E5AAC-FB29-445C-9A58-D3B8C07F50FE};GGZ_GESLACHT;Geslacht
{5568F8E5-9561-4CB6-BFDB-D84339D40B99};GGZ_GESLACHTNUMERIEK;Unieke aanduiding van de sexe van een persoon
{39DDD237-310F-4BCD-B59B-4910BE8838D8};GGZ_GGZMSG;GGZ berichten logic
{D8EDE770-95FF-41DD-B16D-3278A4D84A25};GGZ_GGZMSGC;Berichtinhoud-logic
{695FC3B3-C43D-4D6E-BACE-E4C5D59A5ED7};GGZ_GRONDSL;Codering die aangeeft wat ten grondslag ligt aan de zorg
{42825681-BA0A-465C-A7D3-E2848F75DAA3};GGZ_HERPAT;GGZHerhaalPatroonLogic
{529D519C-F49E-4EA3-9357-73E7EBB048FA};GGZ_HULPINST;Hulp instanties
{C07D5F9D-82C8-4279-B8E1-A47A51394102};GGZ_IDTYPE;IdentificationType
{2331F62A-EDFA-4A5A-A0E9-4B620B594837};GGZ_IMPAIRQ;Gecodeerde aanduiding van de vraag over een stoornis
{DD111339-B434-4449-8A25-4A1DE1D8FD7F};GGZ_IMPAIRS;Gecodeerde aanduiding van de score op een vraag over een stoornis
{5024E1C9-43BD-4C8B-802B-15E236403FE7};GGZ_INDICH;IndicatieHolderLogic
{FB6CCBBE-2EA9-427B-A1DB-0BE25EB87A91};GGZ_INDICORG;GGZ IndicatieOrgaan
{8CAE2BFD-EACC-460E-8530-24955CCCD9D2};GGZ_INDICSRT;IndicatieSoortLogic
{3235F58E-01C8-48D6-8338-A77D83F0256C};GGZ_INDICTYP;Indicatie van het soort indicatiebesluit
{A5182B67-5FEC-47C9-9AEC-2BC9F6E1771C};GGZ_INFOPROD;InformatieProductLogic
{37C5CC3B-F9E7-46DF-A136-6172AE65383D};GGZ_INKOMBRN;GGZ Inkomstenbron
{C4950EDA-24C5-4CEA-A472-012CF3251C97};GGZ_INTEINDRED;Interventiebeëindigingsreden
{0F1917C0-8568-42DF-AE35-9490C1AE215A};GGZ_INTENSIZZP;Intensiteit ZZP
{B5302D6F-41CB-4AEE-A782-8F603D4A4AD7};GGZ_INTERV;InterventieLogic
{594DE52D-C713-4BAC-B5B6-CAA299682532};GGZ_INTERVENTIESTAT;InterventieStatusLogic
{738486B2-870E-41D9-BF3E-BDA40BBCC607};GGZ_INTEXT;InternExternLogic
{0E0E2FA0-3D65-4A3E-84A1-AE8BA1E32E6A};GGZ_INTOXICA;GGZ Intoxicatie
{E2E57E9F-3107-4DFC-ACA2-97365F49B140};GGZ_JANEE;Ja / Nee
{32AAA54A-663F-4748-8765-3910C460AAC5};GGZ_JANEENUM;JaOfNee
{9F918F07-4C80-4239-A5F6-ADFC49DB41CC};GGZ_JURIDSTATTYPECAT;Juridischestatustypecategorie
{6D4093A3-F7BB-45EF-BD86-059B5F775BDB};GGZ_JURSTAT;GGZ Juridische status
{1321473F-13A4-4409-8F38-FC9BCF7C9257};GGZ_JURSTATBIJ;JuridischeStatusBijlageLogic
{D3A45B9A-6B49-43FF-BBF1-C3C958F0B3E0};GGZ_JURSTATTER;JuridischeStatusTermijnLogic
{1871EB93-76B2-4FEB-8637-D1D901398251};GGZ_JURSTATTYSO;Soort van het type juridischestatus
{4BA1C862-C051-447D-AB04-4ABFDECC7BD0};GGZ_JURSTATY;GGZ JuridischeStatusType
{9AC96102-6B1E-400E-8421-523B86160DF5};GGZ_KAD;Klinisch, Ambulant of Deeltijd
{712DF788-AC8C-4C44-B99B-547FAF5A3671};GGZ_KADER;Kader
